title,album_name,artist_name
사랑이었다 (Feat. 루나 of f(x)),Break Up 2 Make Up,지코 (ZICO)
For Him. (Feat. Allday),Blue Neighbourhood (Deluxe Edition),Troye Sivan
잊어버리지마 (Feat.태연),잊어버리지마,크러쉬 (CRUSH)
Faded,Faded,Alan Walker
Dream,Dream,"수지, 백현 (BAEKHYUN)"
니가 하면 로맨스 (feat.다비치),니가 하면 로맨스,케이윌 (K.Will)
또 하루 (Feat. 개코),또 하루,Gary (개리)
어땠을까,어땠을까,김나영
함께,응답하라 1988 OST Part 7,노을
PICK ME,PRODUCE 101 - PICK ME,PRODUCE 101
사랑이 맞을거야,사랑이 맞을거야,윤미래 (T)
유레카 (Feat. Zion.T),GALLERY,지코 (ZICO)
네게 줄 수 있는건 오직 사랑뿐,응답하라 1988 OST Part 5,디셈버 (December)
Everglow,A Head Full Of Dreams,Coldplay
DADDY (Feat. CL of 2NE1),칠집싸이다,싸이 (Psy)
나팔바지,칠집싸이다,싸이 (Psy)
우주를 건너,FRANK,백예린
혜화동 (혹은 쌍문동),응답하라 1988 OST Part 4,박보람
소녀,응답하라 1988 OST Part 3,오혁
When We Were Young,25,Adele
못먹는 감 (Sour Grapes),못먹는 감,"산이(San E), 매드 클라운(Mad Clown)"
HOT PINK,HOT PINK,EXID
Boys And Girls (Feat. Babylon),Boys And Girls,지코 (ZICO)
청춘 (Feat. 김창완),응답하라 1988 OST Part 1,김필
4 Walls,4 Walls - The 4th Album,f(x)
냉탕에 상어 (Feat. 블랙넛),냉탕에 상어,슈퍼비
Sorry,Sorry,Justin Bieber
Hello,Hello,Adele
스물셋,CHAT-SHIRE,아이유 (IU)
무릎,CHAT-SHIRE,아이유 (IU)
푸르던,CHAT-SHIRE,아이유 (IU)
OOH-AHH하게,THE STORY BEGINS,TWICE
모르나봐,그녀는 예뻤다 OST Part.4,"소유, 브라더수"
No Make Up,No Make Up,자이언티(Zion.T)
I (Feat. 버벌진트),I - The 1st Mini Album,태연 (TAEYEON)
Ah-Choo,Lovelyz8,러블리즈
리듬 타 (RHYTHM TA),WELCOME BACK,iKON
가끔,그녀는 예뻤다 OST Part 2,지아 (Zia)
또 다시 사랑,또 다시 사랑,임창정
어깨,어깨,"소유, 권정열"
바람이나 좀 쐐 (Feat. MIWOO),2002,Gary (개리)
보통연애 (Feat. 박보람),보통연애,박경
하루의 끝 (End of a day),종현 소품집 `이야기 Op.1`,종현 (JONGHYUN)
취향저격,WELCOME BACK,iKON
Dumb Dumb,The Red - The 1st Album,레드벨벳(Red Velvet)
FOOLS,WILD,Troye Sivan
Okey Dokey,쇼미더머니 4 Episode 6,"송민호, 지코(ZICO)"
What Do You Mean?,What Do You Mean?,Justin Bieber
One Call Away,Nine Track Mind (Deluxe),Charlie Puth
겁 (Feat. 태양),쇼미더머니 4 Episode 5,송민호
레옹,무한도전 영동고속도로 가요제,"이유 갓지(GOD G)않은이유(박명수, 아이유)"
맙소사,무한도전 영동고속도로 가요제,"황태지(황광희, 태양, 지드래곤)"
스폰서 ($ponsor),무한도전 영동고속도로 가요제,"으뜨거따시(하하, 자이언티)"
멋진헛간,무한도전 영동고속도로 가요제,"오대천왕(정형돈, 밴드 혁오)"
I`m So Sexy,무한도전 영동고속도로 가요제,"댄싱게놈(유재석, JYP)"
가슴 뛰도록,THE VOICE,SG워너비
Lion Heart,Lion Heart - The 5th Album,소녀시대
오빠차,쇼미더머니 4 Episode 4,"인크레더블, 타블로, 지누션"
사이먼 도미닉,사이먼 도미닉,사이먼 도미닉 (Simon Dominic)
우리 사랑하지 말아요,E,빅뱅
쩔어 (GD&T.O.P),E,빅뱅
I Feel You,REBOOT,원더걸스 (Wonder Girls)
거북선 (Feat. 팔로알토),쇼미더머니 4 Episode 2,"자메즈 (Ja Mezz), 앤덥(Andup), 송민호"
I`m Not Sorry (Feat. Eric Bellinger),I`m Not Sorry,DEAN
오늘부터 우리는 (Me gustas tu),2nd Mini Album `Flower Bud`,여자친구 (GFRIEND)
New Thang,New Thang,Redfoo (LMFAO)
Remember,Pink MEMORY,에이핑크 (Apink)
Oasis (Feat. ZICO),Oasis,크러쉬 (CRUSH)
PARTY,PARTY,소녀시대
링마벨 (Ring My Bell),Girl`s Day Love Second Album,걸스데이 (Girl`s Day)
사랑할수록 (화생방실 클레오파트라),복면가왕 14회,화생방실 클레오파트라
IF YOU,D,빅뱅
맨정신,D,빅뱅
심쿵해 (Heart Attack),Heart Attack,AOA
SHAKE IT,SHAKE IT,씨스타 (Sistar)
음오아예 (Um Oh Ah Yeh),Pink Funky,마마무 (Mamamoo)
아프다,가면 OST Part 2,"지코 (ZICO), 소진"
LOVE ME RIGHT,LOVE ME RIGHT - The 2nd Album Repackage,EXO
뱅뱅뱅 (BANG BANG BANG),A,빅뱅
WE LIKE 2 PARTY,A,빅뱅
와리가리,22,혁오 (hyukoh)
사랑의 시작은 고백에서부터,프로듀사 OST,김범수
몸매 (MOMMAE) (Feat. Ugly Duck),몸매 (MOMMAE),박재범
이럴거면 그러지말지 (Feat. 영현),이럴거면 그러지말지,백아연
꺼내 먹어요,Eat,자이언티(Zion.T)
마음,마음,아이유 (IU)
View,Odd - The 4th Album,샤이니 (SHINee)
Madeleine Love,CHEEZE 1.5집 PLAIN,CHEEZE
Flashlight,Pitch Perfect 2 (영화 `피치 퍼펙트 2` OST),Jessie J
LOSER,M,빅뱅
BAE BAE,M,빅뱅
I NEED U,화양연화 pt.1,방탄소년단
그 남잔 말야,냄새를 보는 소녀 OST Part 5,엠씨 더 맥스(M.C the Max)
Me You (Feat. 백예린 of 15&),양치기 소년,산이 (San E)
연예할래,CELEPRETTY,박보람
한번 더 말해줘 (Feat. 장한나),한번 더 말해줘,지누션
품행제로,품행제로,블락비 바스타즈
아예 (Ah Yeah),AH YEAH,EXID
어머님이 누구니 (Feat. 제시),24/34,박진영
우연히 봄,냄새를 보는 소녀 OST Part 2,"로꼬 (LOCO), 유주 (여자친구)"
다른 남자 말고 너,Colors,miss A
CALL ME BABY,The 2nd Album `EXODUS`,EXO
아무도 모르게 (Prod. by MC몽),언프리티 랩스타 Track 6,"치타, 에일리"
꽃이 핀다,RE:,케이윌 (K.will)
새벽 가로수길 (With 송유빈),새벽 가로수길,백지영
Puss (Prod.by 라이머),언프리티 랩스타 SEMI FINAL,"지민, 아이언"
두사랑 (Feat. 매드클라운),두사랑,다비치
See You Again (폴 워커 추모 엔딩곡),분노의 질주: 더 세븐 (Fast & Furious 7) OST,"Charlie Puth, Wiz Khalifa"
Ice Cream Cake,The 1st Mini Album `Ice Cream Cake`,레드벨벳(Red Velvet)
사월의 눈,사월의 눈,허각
Apple (Feat. 박재범),Hawwah,가인
The Time Goes On,Time Travel,비와이 (BewhY)
우린 알아,우린 알아,"양다일, 정키 (JungKey)"
사랑 범벅 (Feat. 챈슬러 of the channels),SONG FOR YOU,MC몽
시작이 좋아 2015 (Prod. By 버벌진트),언프리티 랩스타 Track 2,"지민, 슬옹"
오빠야,신현희와김루트,신현희와김루트
Samsara (Feat. Emila),Samsara,"Tungevaag, Raaban"
My Type (Prod. by 버벌진트),언프리티 랩스타 Track 3,"제시(Jessi), 치타, 강남"
Love Me Like You Do,Love Me Like You Do (영화 `그레이의 50가지 그림자` OST),Ellie Goulding
미쳐,Crazy,포미닛 (4minute)
같은 시간 속의 너,브라운 아이드 소울 싱글 프로젝트 1st. 같은 시간 속의 너 By 나얼,나얼
그냥 (Just),Young,"자이언티(Zion.T), 크러쉬 (CRUSH)"
Worth It (Feat. Kid Ink),Worth It,Fifth Harmony
또 운다 또,DAVICHI HUG,다비치
슬픔 속에 그댈 지워야만 해,K팝 스타 시즌4 - 캐스팅 오디션 Part 1,"정승환, 박윤하"
유리구슬 (Glass Bead),1st Mini Album `Season Of Glass`,여자친구 (GFRIEND)
팔베개 (Pillow) (Feat. 기현),NO.MERCY (노머시) Part 2,"소유, 기리보이 (Giriboy)"
환청 (Feat. 나쑈(NaShow)),킬미힐미 OST Part 1,장재인
화 (Feat. 진실 of Mad Soul Child),Piece Of Mine,매드 클라운 (Mad Clown)
목소리,보이지 않는 것들,노을
Angel,Angel,"윤미래, 타이거JK, 비지"
사랑에 빠지고 싶다,K팝 스타 시즌4 `사랑에 빠지고 싶다`,정승환
니가 모르게 (You Don`t Know),LOCOMOTIVE,로꼬 (LOCO)
Santa Tell Me,Santa Tell Me,Ariana Grande
LUV,Pink LUV,에이핑크 (Apink)
HAPPY TOGETHER,HAPPY TOGETHER,박효신
GOOD BOY,GOOD BOY,GD X TAEYANG
세 사람 (With 성시경),Da Capo,토이 (Toy)
Uptown Funk (Feat. Bruno Mars),Uptown Funk,Mark Ronson
사뿐사뿐 (Like a Cat),사뿐사뿐,AOA
나는 달라 (Feat. BOBBY),나는 달라,HI SUHYUN
산다는 건 (Cheer Up),인생노트 (LIFE NOTE),홍진영
내 생애 가장 행복한 시간 (Feat. 허각),MISS ME OR DISS ME,MC몽
내가 그리웠니 (Feat. 진실 of Mad Soul Child),MISS ME OR DISS ME,MC몽
언제쯤이면 (Duet.아이유),피아노포르테 (Pianoforte),윤현상
SOFA,SOFA,크러쉬 (CRUSH)
"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",신발장,에픽하이 (Epik High)
헤픈엔딩 (Feat. 조원선 of 롤러코스터),신발장,에픽하이 (Epik High)
0,Time,비스트 (Beast)
"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No make up)",REDINGRAY,개코
시간과 낙엽,시간과 낙엽,악동뮤지션 (AKMU)
GDFR (Feat. Sage The Gemini And Lookas),GDFR,Flo Rida
그게나야,동행,김동률
틈,소유 X 어반자카파 (권순일 & 박용인) `틈`,"소유, 권순일, 박용인"
손대지마,Magazine,에일리 (Ailee)
양화대교,양화대교,자이언티(Zion.T)
당신만이,슈퍼스타K6 곽진언 김필 임도혁,"곽진언, 김필, 임도혁"
위잉위잉,20,혁오 (hyukoh)
너무 보고 싶어,연애의 발견 OST Part 6,어쿠스틱 콜라보
독기,쇼미더머니3 씨잼 vs 아이언,아이언
"묘해, 너와",연애의 발견 OST Part 4,어쿠스틱 콜라보
Sugar,V (Deluxe Edition),Maroon 5
Animals,V (Deluxe Edition),Maroon 5
연결고리#힙합,쇼미더머니3 Part 4,바비 (BOBBY)
사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,봉춤을 추네,잔나비
위아래,위아래,EXID
너를 사랑해,괜찮아 사랑이야 OST Part 6,윤미래 (T)
I Swear,SWEET & SOUR,씨스타 (Sistar)
Best Mistake (Feat. Big Sean),My Everything,Ariana Grande
공허해,2014 S/S,WINNER
끼부리지마,2014 S/S,WINNER
예뻐졌다 (feat. 지코 Of 블락비),예뻐졌다,박보람
잠 못드는 밤 (feat. 펀치(Punch)),괜찮아 사랑이야 OST Part 3,크러쉬 (CRUSH)
괜찮아 사랑이야,괜찮아 사랑이야 OST Part 2,다비치
Bang Bang,Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj"
HER,HER,블락비(Block B)
최고의 행운,괜찮아 사랑이야 OST Part 1,첸 (CHEN)
Touch my body,TOUCH & MOVE,씨스타 (Sistar)
Lost Stars,영화 Begin Again OST,Adam Levine
No One Else Like You,영화 Begin Again OST,Adam Levine
Tell Me If You Wanna Go Home,영화 Begin Again OST,Keira Knightley
Darling,GIRL`S DAY EVERYDAY #4,걸스데이(Girl`s Day)
A Step You Can`t Take Back,영화 Begin Again OST,Keira Knightley
Like A Fool,영화 Begin Again OST,Keira Knightley
A Higher Place,영화 Begin Again OST,Adam Levine
Lost Stars,영화 Begin Again OST,Keira Knightley
이제 그만 싸우자,`A CUBE` FOR SEASON # SKY BLUE,"허각,정은지"
애타는 마음,애타는 마음,"울랄라세션, 아이유(IU)"
오늘부터 1일 (Day 1),ONE FINE DAY,케이윌 (K.Will)
Thinking Out Loud,X (Deluxe Edition),Ed Sheeran
Photograph,X (Deluxe Edition),Ed Sheeran
단발머리 (Short Hair),단발머리,AOA
Maps,Maps,Maroon 5
Good Luck,Good Luck,비스트 (Beast)
한여름밤의 꿀,"San E, 레이나 Project Single `한여름밤의 꿀`","산이(San E), 레이나"
잊혀지다 (Feat. 양다일),Emotion,정키 (Jung key)
나 왜이래,너희들은 포위됐다 OST Part 1,산이 (San E)
I`m Not The Only One,In The Lonely Hour,Sam Smith
사람냄새,사람냄새,"Gary (개리), 정인"
Stay With Me,In The Lonely Hour (Standard Edition),Sam Smith
Lay Me Down,In The Lonely Hour (Standard Edition),Sam Smith
너를 너를 너를,CONTINUUM,플라이 투 더 스카이 (Fly To The Sky)
너의 의미 (Feat. 김창완),꽃갈피,아이유 (IU)
나의 옛날 이야기,꽃갈피,아이유 (IU)
너를 원해 (Feat. Beenzino),Want U,정기고 (Junggigo)
미운오리새끼,미운오리새끼,god
중독 (Overdose),The 2nd Mini Album ‘중독 (Overdose)’,EXO-K
Problem (Feat. Iggy Azalea),Problem,Ariana Grande
너 사용법,너 사용법,에디킴
Bad (Feat. Vassy) (Radio Edit),Bad (Radio Edit),David Guetta & Showtek
2,PLAY,악동뮤지션 (AKMU)
Give Love,PLAY,악동뮤지션 (AKMU)
인연,불후의 명곡 - 전설을 노래하다 (이선희 2편),"윤민수, 신용재"
견딜만해 (Feat. 효린),표독,매드 클라운 (Mad Clown)
가끔,가끔,크러쉬 (CRUSH)
Mr. Chu (On Stage),Pink Blossom,에이핑크 (Apink)
그 중에 그대를 만나,(SERENDIPITY) 30주년 기념앨범,이선희
흔한 노래,흔한 노래... 흔한 멜로디...,임창정
감아 (Feat. Crush),감아,로꼬 (LOCO)
까탈레나 (Catallena),THE THIRD SINGLE CATALLENA,오렌지 캬라멜 (Orange Caramel)
Come Back Home,2NE1 NEW ALBUM `CRUSH`,2NE1 (투애니 원)
Mr.Mr.,The 4th Mini Album “Mr.Mr.”,소녀시대
보름달 (Feat. Lena),Full Moon,선미
너의 모든 순간,별에서 온 그대 OST Part 7,성시경
썸 (Feat. 릴보이 Of 긱스),썸,"소유, 정기고"
안녕,별에서 온 그대 OST Part 4,효린
짧은 치마 (Miniskirt),짧은 치마,AOA
Something,걸스데이 미니앨범 3집,걸스데이 (Girl`s Day)
그대가 분다,UNVEILING,엠씨더맥스 (M.C The Max)
Happy (Gru`s Theme From Despicable Me 2),Happy (Gru`s Theme From Despicable Me 2),Pharrell Williams
My Destiny,별에서 온 그대 OST Part 1,린 (LYn)
금요일에 만나요 (Feat. 장이정),Modern Times - Epilogue,아이유 (IU)
"Dali, Van, Picasso","Dali, Van, Picasso",빈지노 (Beenzino)
겨울 고백,Jelly Christmas 2013,"성시경, 박효신, 서인국, 빅스 (VIXX), 여동생"
12월의 기적 (Miracles in December),겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,EXO
Love Is An Open Door,Frozen OST,"Kristen Bell, Santino Fontana"
How Long Will I Love You,About Time OST (어바웃타임 OST),Ellie Goulding
거짓말 거짓말 거짓말,고독의 의미,이적
너에게,응답하라 1994 OST Part 2,성시경
분홍신,Modern Times,아이유 (IU)
처음엔 사랑이란게,버스커버스커 2집,버스커 버스커 (Busker Busker)
나란놈이란,나란놈이란,임창정
착해 빠졌어 (Stupid In Love),착해 빠졌어 (Stupid In Love),"소유, 매드 클라운 (Mad Clown)"
삐딱하게 (Crooked),쿠데타 (COUP D`ETAT),G-Dragon
Touch Love,주군의 태양 OST Part 4,윤미래 (T)
갖고놀래 (Feat. 다이나믹 듀오),갖고놀래,범키
으르렁 (Growl),XOXO (Kiss & Hug) Repackage,EXO
아는사람 얘기,아는사람 얘기,산이 (San E)
아모르 파티,아모르 파티,김연자
U & I,A`s Doll House,에일리 (Ailee)
NoNoNo,Secret Garden,에이핑크 (Apink)
오늘따라 보고싶어서 그래,여름날의 추억,다비치
Baaam (Feat. Muzie),7집 Lucky Numbers,다이나믹 듀오 (Dynamic Duo)
빠빠빠,빠빠빠,크레용팝 (Crayon Pop)
My Love,My Love,이승철
All Right,A Voice,김예림 (투개월)
Give It To Me,2집 Give It To Me,씨스타 (Sistar)
넌 너무 야해 (The Way You Make Me Melt) (Feat. 긱스),Give It To Me,씨스타 (Sistar)
너 하나야,구가의 서 OST Part 7,포맨 (4Men)
미친연애 (Bad Girl) (Feat. E-Sens),미친연애,범키
짧은머리,`A Cube` For Season # Blue,"허각, 정은지 (에이핑크)"
Bad Girls,5집 Monochrome,이효리
잘 있나요,구가의 서 OST Part 6,더 원 (The One)
청혼하는 거예요,The 5th Album Vol.2 `Thank You`,포맨 (4Men)
미스코리아,5집 Monochrome,이효리
꼭 한번 만나고 싶다,5집 Organic Sound,바이브 (Vibe)
Yoo Hoo,Letter From Secret,시크릿 (Secret)
Wash Away (Feat. 에일리),1집 Backpack,긱스 (Geeks)
이름이 뭐예요?,Name Is 4Minute,포미닛 (4Minute)
I Love You,내 연애의 모든 것 OST Part 3,악동뮤지션 (AKMU)
Hello (Feat. 버벌진트),19집 Hello,조용필
Bounce,Bounce,조용필
Gentleman,Gentleman,싸이 (Psy)
오늘 밤 (Feat. 배치기),LYn 8th #1 `유리 심장`,린 (LYn)
좋아 (Joah),Joah,박재범
Somebody,Somebody,"15& (박지민, 백예린)"
Love Blossom (러브블러썸),3집 The 3rd Album Part 2 `Love Blossom (러브블러썸)`,케이윌 (K.Will)
외국인의 고백,SBS K팝 스타 시즌2 TOP 3 Part 2,악동뮤지션 (AKMU)
어때 (Feat. 하림),어때,긱스 (Geeks)
녹는 중 (Feat. 버벌진트),녹는 중,다비치
The Bad Touch (Gordon & Doyle Edit),The Bad Touch (Single),DJ Gollum Vs. EmpyreOne
Rose,1집 First Love,이하이
Counting Stars,Native (Deluxe Edition),OneRepublic
Man In Love (남자가 사랑할때),New Challenge,인피니트 (Infinite)
기대해,1집 기대,걸스데이 (Girl`s Day)
그리고 하나,"그 겨울, 바람이 분다 OST Part 5",태연 (TAEYEON)
Crescendo (크레셴도),SBS K팝 스타 시즌2 TOP 6,악동뮤지션 (AKMU)
It`s Over,1집 First Love,이하이
어느 봄날,2집 어느 봄날,2AM
거북이,Mystic Ballad Part 1,다비치
눈꽃,"그 겨울, 바람이 분다 OST Part 3",거미
긴 생머리 그녀 (Miss Right),1집 No.1,틴 탑 (Teen Top)
이게 사랑이 아니면 (Feat. 에일리),이게 사랑이 아니면,버벌진트 (Verbal Jint)
겨울사랑,"그 겨울, 바람이 분다 OST Part 2",더 원 (The One)
Dream Girl,SHINee The 3rd Album Chapter 1. `Dream Girl-The Misconceptions Of You`,샤이니 (SHINee)
모르시나요,아이리스Ⅱ OST Part 1,다비치
1440,1집 Little Giant,허각
있다 없으니까 (Gone Not Around Any Longer),있다 없으니까,씨스타19
안녕 나야,The 5th Album Vol.1 (실화),포맨 (4Men)
눈물 (Feat. 유진),이단옆차기 프로젝트 Vol.02,리쌍
모노드라마,Little Giant,"허각, 유승우"
눈물샤워 (Feat. 에일리),4집 Part 2,배치기
I’m Sorry,Re:Blue,씨엔블루 (CNBLUE)
Special Girl (Feat. Bumkey),Fly High,인피니트H
시작이 좋아 (Feat. 강민희),시작이 좋아,버벌진트 (Verbla Jint)
강북멋쟁이,박명수의 어떤가요,정형돈
싫다,싫다,백지영
I Got A Boy,4집 I Got A Boy,소녀시대
혼자라고 생각말기,학교 OST Part 3,김보경
Dancing Queen,4집 I Got A Boy,소녀시대
Goodbye To Romance,Antique Romance,써니힐 (Sunny Hill)
매력있어,SBS K팝 스타 시즌2 매력있어,악동뮤지션 (AKMU)
Treasure,Unorthodox Jukebox,Bruno Mars
When I Was Your Man,Unorthodox Jukebox,Bruno Mars
크리스마스니까,Jelly Christmas 2012 Heart Project,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)"
Talk That,Talk That,시크릿 (Secret)
카페인,The First Collage,양요섭
다리꼬지마,SBS K팝 스타 시즌2 `다리꼬지마`,악동뮤지션 (AKMU)
되돌리다,숲,이승기
허수아비,허수아비,이하이
나쁜 사람,원앤원 (1 & 1),주니엘 (Juniel)
힐링이 필요해,슈퍼스타K4 TOP12 Part 6,로이킴
하지 못한 말,4집 Time For Love,노을
만약에 말야 (전우성 Solo),4집 Time For Love,노을
"Officially Missing You, Too",re;code Episode I,"긱스 (Geeks), 소유"
"? (물음표) (Feat. 최자, Zion.T)",Primary And The Messengers LP,프라이머리 (Primary)
"씨스루 (Feat. Zion.T, 개코)",Primary And The Messengers LP,프라이머리 (Primary)
똑같은 사랑 똑같은 이별,-2,어반 자카파 (Urban Zakapa)
"1,2,3,4 (원,투,쓰리,포)","1,2,3,4 (원,투,쓰리,포)",이하이
귀여워,귀여워,"별, 권정열 (10cm)"
독 (Feat. E-Sens),Primary And The Messengers LP,프라이머리 (Primary)
휘파람,슈퍼스타K4 TOP12 Part 2,로이킴
Ice Cream,Melting,현아 (HyunA)
닐리리맘보,1집 Block Buster,블락비 (Block B)
저녁 하늘,Invitation,에일리 (Ailee)
먼지가 되어,슈퍼스타K4 TOP12 Part 1,"로이킴, 정준영"
남자 없이 잘 살아,Independent Women Part Ⅲ,Miss A
My Son,슈퍼스타K 4 TOP12 Part 1,유승우
말리꽃 (원곡가수 이승철),`나는 가수다 2` 10월 B조 경연,이정
이러지마 제발 (Please Don`t...),The 3rd Album Part 1,케이윌 (K.Will)
Fine Thank You And You,2집 2.0,10cm
춥다 (Feat. 이하이),7집 99,에픽하이 (Epik High)
피어나,Talk About S.,가인 (브라운 아이드 걸스)
아마추어,아마추어,이승철
